Ignore,Scene,Start,End,Caption
No,0,00:11:18.049,00:11:22.394,
No,0,00:11:22.804,00:11:59.139,
No,0,00:11:59.549,00:12:00.849,
No,0,00:12:01.259,00:12:05.770,
No,0,00:12:06.180,00:12:08.857,
No,0,00:12:09.267,00:12:10.692,
No,0,00:12:11.102,00:12:13.403,
No,0,00:12:13.813,00:12:16.906,
No,0,00:12:17.316,00:12:54.027,
No,0,00:12:54.437,00:13:09.751,
No,0,00:13:10.161,00:13:21.346,
No,0,00:13:21.756,00:13:23.056,
No,0,00:13:23.466,00:13:28.102,
No,0,00:13:28.512,00:13:30.897,
No,0,00:13:31.307,00:13:33.274,
No,0,00:13:33.684,00:13:36.027,
No,0,00:13:36.437,00:13:38.363,
No,0,00:13:38.773,00:13:41.574,
No,0,00:13:41.984,00:13:44.285,
No,0,00:13:44.695,00:13:45.537,
No,0,00:13:45.947,00:14:01.135,
No,0,00:14:01.545,00:14:04.514,
No,0,00:14:04.924,00:14:08.685,
No,0,00:14:09.095,00:14:10.812,
No,0,00:14:11.222,00:16:26.781,
No,0,00:16:27.191,00:16:28.157,
No,0,00:16:28.567,00:16:35.331,
No,0,00:16:35.741,00:16:40.712,
No,0,00:16:41.122,00:16:47.260,
No,0,00:16:47.670,00:16:49.554,
No,0,00:16:49.964,00:16:55.393,
No,0,00:16:55.803,00:17:11.743,
No,0,00:17:12.153,00:17:18.749,
No,0,00:17:19.159,00:17:38.478,
No,0,00:17:38.888,00:17:51.240,
No,0,00:17:51.650,00:17:52.950,
No,0,00:17:53.360,00:18:22.897,
No,0,00:18:23.307,00:18:38.621,
No,0,00:18:39.031,00:18:45.461,
No,0,00:18:45.871,00:18:54.887,
No,0,00:18:55.297,00:18:57.223,
No,0,00:18:57.633,00:18:59.225,
No,0,00:18:59.635,00:19:01.227,
No,0,00:19:01.637,00:19:05.398,
No,0,00:19:05.808,00:19:06.858,
No,0,00:19:07.268,00:19:09.652,
No,0,00:19:10.062,00:19:12.947,
No,0,00:19:13.357,00:19:22.123,
No,0,00:19:22.533,00:19:24.041,
No,0,00:19:24.451,00:19:25.376,
No,0,00:19:25.786,00:19:32.258,
No,0,00:19:32.668,00:19:40.016,
No,0,00:19:40.426,00:19:44.562,
No,0,00:19:44.972,00:19:47.857,
No,0,00:19:48.267,00:19:51.611,
No,0,00:19:52.021,00:19:53.237,
No,0,00:19:53.647,00:19:55.781,
No,0,00:19:56.191,00:19:57.950,
No,0,00:19:58.360,00:20:02.830,
No,0,00:20:03.240,00:20:04.415,
No,0,00:20:04.825,00:20:12.381,
No,0,00:20:12.791,00:20:13.674,
No,0,00:20:14.084,00:20:18.387,
No,0,00:20:18.797,00:20:22.683,
No,0,00:20:23.093,00:21:15.194,
No,0,00:21:15.604,00:21:21.534,
No,0,00:21:21.944,00:21:45.599,
No,0,00:21:46.009,00:21:53.941,
No,0,00:21:54.351,00:22:00.406,
No,0,00:22:00.816,00:22:02.533,
No,0,00:22:02.943,00:22:06.370,
No,0,00:22:06.780,00:22:17.923,
No,0,00:22:18.333,00:22:20.426,
No,0,00:22:20.836,00:22:22.553,
No,0,00:22:22.963,00:22:27.058,
No,0,00:22:27.468,00:22:28.809,
No,0,00:22:29.219,00:22:31.562,
No,0,00:22:31.972,00:22:34.857,
No,0,00:22:35.267,00:22:46.535,
No,0,00:22:46.945,00:22:52.416,
No,0,00:22:52.826,00:22:54.794,
No,0,00:22:55.204,00:22:57.171,
No,0,00:22:57.581,00:23:00.132,
No,0,00:23:00.542,00:23:01.550,
No,0,00:23:01.960,00:23:03.594,
No,0,00:23:04.004,00:23:06.806,
No,0,00:23:07.216,00:23:08.057,
No,0,00:23:08.467,00:23:09.767,
No,0,00:23:10.177,00:23:44.635,
No,0,00:23:45.045,00:24:35.936,
No,0,00:24:36.346,00:24:48.199,
No,0,00:24:48.609,00:24:58.918,
No,0,00:24:59.328,00:25:08.469,
No,0,00:25:08.879,00:25:15.059,
No,0,00:25:15.469,00:25:18.103,
No,0,00:25:18.513,00:25:22.107,
No,0,00:25:22.517,00:25:25.069,
No,0,00:25:25.479,00:25:43.045,
No,0,00:25:43.455,00:25:45.297,
No,0,00:25:45.707,00:25:47.591,
No,0,00:25:48.001,00:25:50.719,
No,0,00:25:51.129,00:25:56.433,
No,0,00:25:56.843,00:25:58.310,
No,0,00:25:58.720,00:26:00.729,
No,0,00:26:01.139,00:26:03.440,
No,0,00:26:03.850,00:26:06.026,
No,0,00:26:06.436,00:26:10.823,
No,0,00:26:11.233,00:26:12.074,
No,0,00:26:12.484,00:26:13.325,
No,0,00:26:13.735,00:26:15.327,
No,0,00:26:15.737,00:26:18.664,
No,0,00:26:19.074,00:26:23.377,
No,0,00:26:23.787,00:26:32.595,
No,0,00:26:33.005,00:26:39.476,
No,0,00:26:39.886,00:26:43.188,
No,0,00:26:43.598,00:26:50.112,
No,0,00:26:50.522,00:26:51.572,
No,0,00:26:51.982,00:26:53.115,
No,0,00:26:53.525,00:26:55.409,
No,0,00:26:55.819,00:27:05.210,
No,0,00:27:05.620,00:27:08.339,
No,0,00:27:08.749,00:27:10.049,
No,0,00:27:10.459,00:27:14.136,
No,0,00:27:14.546,00:27:17.348,
No,0,00:27:17.758,00:27:36.492,
No,0,00:27:36.902,00:27:38.744,
No,0,00:27:39.154,00:27:54.885,
No,0,00:27:55.295,00:27:57.721,
No,0,00:27:58.131,00:27:59.348,
No,0,00:27:59.758,00:28:04.937,
No,0,00:28:05.347,00:28:15.489,
No,0,00:28:15.899,00:28:20.285,
No,0,00:28:20.695,00:28:25.124,
No,0,00:28:25.534,00:28:40.931,
No,0,00:28:41.341,00:28:45.018,
No,0,00:28:45.428,00:29:08.876,
No,0,00:29:09.286,00:29:12.921,
No,0,00:29:13.331,00:29:15.215,
No,0,00:29:15.625,00:29:19.803,
No,0,00:29:20.213,00:29:20.846,
No,0,00:29:21.256,00:29:33.400,
No,0,00:29:33.810,00:30:04.598,
No,0,00:30:05.008,00:30:16.443,
No,0,00:30:16.853,00:30:18.153,
No,0,00:30:18.563,00:30:22.616,
No,0,00:30:23.026,00:30:34.086,
No,0,00:30:34.496,00:30:36.964,
No,0,00:30:37.374,00:30:39.675,
No,0,00:30:40.085,00:30:51.645,
No,0,00:30:52.055,00:30:54.439,
No,0,00:30:54.849,00:31:25.637,
No,0,00:31:26.047,00:31:53.206,
No,0,00:31:53.616,00:32:23.070,
No,0,00:32:23.480,00:32:28.408,
No,0,00:32:28.818,00:32:32.955,
No,0,00:32:33.365,00:32:46.593,
No,0,00:32:47.003,00:33:06.238,
No,0,00:33:06.648,00:33:23.422,
No,0,00:33:23.832,00:33:29.302,
No,0,00:33:29.712,00:33:45.318,
No,0,00:33:45.728,00:33:49.740,
No,0,00:33:50.150,00:34:02.961,
No,0,00:34:03.371,00:34:14.056,
No,0,00:34:14.466,00:34:21.646,
No,0,00:34:22.056,00:34:51.134,
No,0,00:34:51.544,00:35:04.106,
No,0,00:35:04.516,00:35:08.276,
No,0,00:35:08.686,00:35:13.240,
No,0,00:35:13.650,00:35:17.661,
No,0,00:35:18.071,00:35:20.956,
No,0,00:35:21.366,00:35:29.840,
No,0,00:35:30.250,00:35:40.725,
No,0,00:35:41.135,00:35:47.274,
No,0,00:35:47.684,00:35:50.277,
No,0,00:35:50.687,00:35:54.197,
No,0,00:35:54.607,00:35:59.911,
No,0,00:36:00.321,00:36:08.295,
No,0,00:36:08.705,00:36:11.715,
No,0,00:36:12.125,00:36:18.805,
No,0,00:36:19.215,00:36:25.395,
No,0,00:36:25.805,00:36:35.739,
No,0,00:36:36.149,00:36:40.285,
No,0,00:36:40.695,00:36:43.705,
No,0,00:36:44.115,00:36:56.676,
No,0,00:36:57.086,00:44:21.537,
No,0,00:44:21.947,00:44:24.791,
No,0,00:44:25.201,00:44:36.427,
No,0,00:44:36.837,00:44:59.242,
No,0,00:44:59.652,00:45:29.689,
No,0,00:45:30.099,00:45:32.775,
No,0,00:45:33.185,00:45:42.994,
No,0,00:45:43.404,00:45:54.505,
No,0,00:45:54.915,00:46:07.143,
No,0,00:46:07.553,00:46:26.788,
No,0,00:46:27.198,00:46:28.915,
No,0,00:46:29.325,00:46:31.417,
No,0,00:46:31.827,00:46:56.651,
No,0,00:46:57.061,00:47:24.929,
No,0,00:47:25.339,00:47:58.504,
No,0,00:47:58.914,00:48:15.646,
No,0,00:48:16.056,00:48:21.319,
No,0,00:48:21.729,00:48:24.614,
No,0,00:48:25.024,00:48:32.371,
No,0,00:48:32.781,00:48:47.970,
No,0,00:48:48.380,00:48:49.805,
No,0,00:48:50.215,00:48:55.227,
No,0,00:48:55.637,00:49:14.872,
No,0,00:49:15.282,00:49:25.758,
No,0,00:49:26.168,00:49:29.428,
No,0,00:49:29.838,00:49:30.763,
No,0,00:49:31.173,00:49:32.974,
No,0,00:49:33.384,00:49:41.232,
No,0,00:49:41.642,00:49:45.569,
No,0,00:49:45.979,00:49:49.073,
No,0,00:49:49.483,00:49:51.283,
No,0,00:49:51.693,00:49:53.160,
No,0,00:49:53.570,00:49:54.412,
No,0,00:49:54.822,00:49:55.913,
No,0,00:49:56.323,00:49:59.375,
No,0,00:49:59.785,00:50:00.960,
No,0,00:50:01.370,00:50:05.548,
No,0,00:50:05.958,00:50:07.300,
No,0,00:50:07.710,00:50:16.892,
No,0,00:50:17.302,00:50:17.852,
No,0,00:50:18.262,00:50:25.109,
No,0,00:50:25.519,00:50:32.992,
No,0,00:50:33.402,00:50:36.370,
No,0,00:50:36.780,00:50:39.040,
No,0,00:50:39.450,00:51:11.322,
No,0,00:51:11.732,00:51:13.866,
No,0,00:51:14.276,00:51:43.646,
No,0,00:51:44.056,00:51:48.150,
No,0,00:51:48.560,00:52:03.958,
No,0,00:52:04.368,00:52:22.476,
No,0,00:52:22.886,00:52:55.551,
No,0,00:52:55.961,00:52:59.013,
No,0,00:52:59.423,00:53:00.431,
No,0,00:53:00.841,00:53:01.974,
No,0,00:53:02.384,00:53:26.707,
No,0,00:53:27.117,00:53:30.753,
No,0,00:53:31.163,00:53:40.221,
No,0,00:53:40.631,00:53:46.018,
No,0,00:53:46.428,00:53:49.438,
No,0,00:53:49.848,00:53:51.815,
No,0,00:53:52.225,00:54:08.624,
No,0,00:54:09.034,00:54:19.885,
No,0,00:54:20.295,00:54:25.182,
No,0,00:54:25.592,00:54:33.607,
No,0,00:54:34.017,00:54:41.532,
No,0,00:54:41.942,00:54:45.869,
No,0,00:54:46.279,00:55:00.759,
No,0,00:55:01.169,00:55:15.190,
No,0,00:55:15.600,00:55:23.324,
No,0,00:55:23.734,00:55:24.825,
No,0,00:55:25.235,00:55:44.636,
No,0,00:55:45.046,00:55:46.764,
No,0,00:55:47.174,00:56:01.403,
No,0,00:56:01.813,00:56:07.910,
No,0,00:56:08.320,00:56:09.620,
No,0,00:56:10.030,00:56:12.581,
No,0,00:56:12.991,00:56:27.554,
No,0,00:56:27.964,00:57:46.425,
No,0,00:57:46.835,00:58:37.935,
No,0,00:58:38.345,00:58:42.231,
No,0,00:58:42.641,00:58:50.989,
No,0,00:58:51.399,00:59:00.415,
No,0,00:59:00.825,00:59:02.668,
No,0,00:59:03.078,00:59:04.878,
No,0,00:59:05.288,00:59:07.089,
No,0,00:59:07.499,00:59:13.720,
No,0,00:59:14.130,00:59:15.639,
No,0,00:59:16.049,00:59:18.976,
No,0,00:59:19.386,00:59:23.313,
No,0,00:59:23.723,00:59:37.619,
No,0,00:59:38.029,00:59:43.625,
No,0,00:59:44.035,00:59:53.552,
No,0,00:59:53.962,00:59:58.307,
No,0,00:59:58.717,01:00:09.192,
No,0,01:00:09.602,01:00:11.945,
No,0,01:00:12.355,01:00:16.033,
No,0,01:00:16.443,01:00:21.872,
No,0,01:00:22.282,01:00:57.449,
No,0,01:00:57.859,01:01:02.996,
No,0,01:01:03.406,01:01:06.958,
No,0,01:01:07.368,01:01:08.835,
No,0,01:01:09.245,01:01:10.379,
No,0,01:01:10.789,01:01:12.381,
No,0,01:01:12.791,01:01:16.968,
No,0,01:01:17.378,01:01:20.138,
No,0,01:01:20.548,01:01:21.973,
No,0,01:01:22.383,01:01:27.854,
No,0,01:01:28.264,01:01:34.361,
No,0,01:01:34.771,01:01:36.947,
No,0,01:01:37.357,01:01:44.663,
No,0,01:01:45.073,01:01:49.167,
No,0,01:01:49.577,01:01:50.794,
No,0,01:01:51.204,01:01:52.921,
No,0,01:01:53.331,01:01:58.677,
No,0,01:01:59.087,01:02:01.430,
No,0,01:02:01.840,01:02:18.071,
No,0,01:02:18.481,01:02:25.328,
No,0,01:02:25.738,01:02:37.299,
No,0,01:02:37.709,01:02:52.355,
No,0,01:02:52.765,01:03:04.075,
No,0,01:03:04.485,01:03:10.081,
No,0,01:03:10.491,01:03:15.754,
No,0,01:03:16.164,01:03:18.131,
No,0,01:03:18.541,01:03:19.508,
No,0,01:03:19.918,01:03:22.928,
No,0,01:03:23.338,01:03:34.397,
No,0,01:03:34.807,01:03:56.461,
No,0,01:03:56.871,01:04:14.437,
No,0,01:04:14.847,01:04:16.189,
No,0,01:04:16.599,01:04:21.486,
No,0,01:04:21.896,01:04:34.124,
No,0,01:04:34.534,01:04:35.500,
No,0,01:04:35.910,01:04:43.049,
No,0,01:04:43.459,01:04:48.972,
No,0,01:04:49.382,01:04:52.559,
No,0,01:04:52.969,01:04:55.645,
No,0,01:04:56.055,01:04:58.356,
No,0,01:04:58.766,01:05:01.484,
No,0,01:05:01.894,01:05:05.655,
No,0,01:05:06.065,01:05:22.255,
No,0,01:05:22.665,01:05:34.601,
No,0,01:05:35.011,01:05:36.978,
No,0,01:05:37.388,01:05:39.397,
No,0,01:05:39.807,01:05:41.441,
No,0,01:05:41.851,01:05:45.445,
No,0,01:05:45.855,01:05:53.495,
No,0,01:05:53.905,01:05:56.289,
No,0,01:05:56.699,01:05:59.751,
No,0,01:06:00.161,01:06:05.131,
No,0,01:06:05.541,01:06:07.467,
No,0,01:06:07.877,01:06:16.768,
No,0,01:06:17.178,01:06:19.104,
No,0,01:06:19.514,01:06:36.663,
No,0,01:06:37.073,01:06:45.213,
No,0,01:06:45.623,01:06:55.724,
No,0,01:06:56.134,01:07:42.187,
No,0,01:07:42.597,01:07:56.701,
No,0,01:07:57.111,01:08:08.671,
No,0,01:08:09.081,01:08:23.770,
No,0,01:08:24.180,01:08:27.190,
No,0,01:08:27.600,01:08:28.817,
No,0,01:08:29.227,01:08:34.029,
No,0,01:08:34.439,01:08:45.750,
No,0,01:08:46.160,01:08:50.630,
No,0,01:08:51.040,01:09:04.644,
No,0,01:09:05.054,01:09:06.895,
No,0,01:09:07.305,01:09:11.067,
No,0,01:09:11.477,01:09:14.487,
No,0,01:09:14.897,01:09:29.335,
No,0,01:09:29.745,01:09:32.087,
No,0,01:09:32.497,01:09:46.269,
No,0,01:09:46.679,01:10:22.430,
No,0,01:10:22.840,01:10:31.773,
No,0,01:10:32.183,01:10:43.493,
No,0,01:10:43.903,01:10:47.247,
No,0,01:10:47.657,01:11:08.142,
No,0,01:11:08.552,01:11:41.092,
No,0,01:11:41.502,01:11:44.554,
No,0,01:11:44.964,01:11:49.600,
No,0,01:11:50.010,01:11:53.104,
No,0,01:11:53.514,01:12:00.111,
No,0,01:12:00.521,01:12:03.031,
No,0,01:12:03.441,01:12:06.993,
No,0,01:12:07.403,01:12:09.579,
No,0,01:12:09.989,01:12:11.497,
No,0,01:12:11.907,01:12:14.167,
No,0,01:12:14.577,01:12:16.878,
No,0,01:12:17.288,01:12:18.921,
No,0,01:12:19.331,01:12:20.840,
No,0,01:12:21.250,01:12:49.994,
No,0,01:12:50.404,01:13:02.924,
No,0,01:13:03.334,01:13:09.514,
No,0,01:13:09.924,01:13:14.811,
No,0,01:13:15.221,01:13:18.481,
No,0,01:13:18.891,01:13:21.609,
No,0,01:13:22.019,01:13:26.906,
No,0,01:13:27.316,01:13:33.579,
No,0,01:13:33.989,01:13:39.377,
No,0,01:13:39.787,01:13:42.797,
No,0,01:13:43.207,01:13:45.591,
No,0,01:13:46.001,01:14:00.440,
No,0,01:14:00.850,01:14:04.861,
No,0,01:14:05.271,01:14:10.867,
No,0,01:14:11.277,01:14:13.411,
No,0,01:14:13.821,01:14:15.788,
No,0,01:14:16.198,01:14:17.915,
No,0,01:14:18.325,01:14:53.201,
No,0,01:14:53.611,01:14:57.872,
No,0,01:14:58.282,01:15:00.500,
No,0,01:15:00.910,01:15:10.218,
No,0,01:15:10.628,01:15:45.086,
No,0,01:15:45.496,01:15:48.756,
No,0,01:15:49.166,01:15:50.841,
No,0,01:15:51.251,01:15:52.677,
No,0,01:15:53.087,01:16:06.524,
No,0,01:16:06.934,01:16:09.819,
No,0,01:16:10.229,01:16:19.287,
No,0,01:16:19.697,01:16:36.178,
No,0,01:16:36.588,01:16:41.225,
No,0,01:16:41.635,01:17:07.960,
No,0,01:17:08.370,01:17:10.880,
No,0,01:17:11.290,01:17:38.658,
No,0,01:17:39.068,01:17:50.378,
No,0,01:17:50.788,01:17:55.341,
No,0,01:17:55.751,01:17:57.885,
No,0,01:17:58.295,01:18:00.971,
No,0,01:18:01.381,01:18:02.807,
No,0,01:18:03.217,01:18:03.849,
No,0,01:18:04.259,01:18:05.935,
No,0,01:18:06.345,01:18:07.520,
No,0,01:18:07.930,01:18:14.360,
No,0,01:18:14.770,01:18:15.486,
No,0,01:18:15.896,01:18:21.742,
No,0,01:18:22.152,01:18:26.163,
No,0,01:18:26.573,01:18:34.714,
No,0,01:18:35.124,01:19:03.701,
No,0,01:19:04.111,01:19:05.578,
No,0,01:19:05.988,01:19:10.958,
No,0,01:19:11.368,01:19:18.090,
No,0,01:19:18.500,01:19:21.469,
No,0,01:19:21.879,01:19:24.096,
No,0,01:19:24.506,01:19:28.059,
No,0,01:19:28.469,01:20:00.800,
No,0,01:20:01.210,01:20:10.559,
No,0,01:20:10.969,01:20:16.732,
No,0,01:20:17.142,01:20:18.651,
No,0,01:20:19.061,01:20:25.074,
No,0,01:20:25.484,01:20:37.503,
No,0,01:20:37.913,01:20:50.015,
No,0,01:20:50.425,01:20:58.941,
No,0,01:20:59.351,01:20:59.900,
No,0,01:21:00.310,01:21:01.610,
No,0,01:21:02.020,01:21:04.864,
No,0,01:21:05.274,01:21:08.576,
No,0,01:21:08.986,01:21:14.456,
No,0,01:21:14.866,01:21:17.126,
No,0,01:21:17.536,01:21:19.128,
No,0,01:21:19.538,01:21:25.217,
No,0,01:21:25.627,01:21:30.848,
No,0,01:21:31.258,01:21:35.477,
No,0,01:21:35.887,01:21:56.874,
No,0,01:21:57.284,01:21:59.877,
No,0,01:22:00.287,01:22:10.930,
No,0,01:22:11.340,01:22:13.599,
No,0,01:22:14.009,01:22:27.821,
No,0,01:22:28.231,01:22:33.452,
No,0,01:22:33.862,01:22:45.881,
No,0,01:22:46.291,01:22:55.599,
No,0,01:22:56.009,01:23:00.938,
No,0,01:23:01.348,01:23:03.691,
No,0,01:23:04.101,01:23:11.824,
No,0,01:23:12.234,01:23:25.671,
No,0,01:23:26.081,01:23:37.766,
No,0,01:23:38.176,01:23:40.936,
No,0,01:23:41.346,01:24:05.878,
No,0,01:24:06.288,01:24:08.338,
No,0,01:24:08.748,01:24:11.425,
No,0,01:24:11.835,01:24:14.178,
No,0,01:24:14.588,01:24:41.747,
No,0,01:24:42.157,01:24:58.514,
No,0,01:24:58.924,01:25:03.477,
No,0,01:25:03.887,01:25:07.731,
No,0,01:25:08.141,01:25:15.989,
No,0,01:25:16.399,01:25:17.950,
No,0,01:25:18.360,01:25:20.285,
No,0,01:25:20.695,01:25:39.263,
No,0,01:25:39.673,01:25:42.307,
No,0,01:25:42.717,01:25:46.728,
No,0,01:25:47.138,01:25:47.521,
No,0,01:25:47.931,01:25:48.522,
No,0,01:25:48.932,01:25:49.481,
No,0,01:25:49.891,01:26:08.333,
No,0,01:26:08.743,01:26:24.474,
No,0,01:26:24.884,01:26:26.143,
No,0,01:26:26.553,01:26:29.688,
No,0,01:26:30.098,01:26:35.944,
No,0,01:26:36.354,01:26:37.696,
No,0,01:26:38.106,01:26:51.668,
No,0,01:26:52.078,01:26:53.545,
No,0,01:26:53.955,01:26:58.634,
No,0,01:26:59.044,01:27:00.969,
No,0,01:27:01.379,01:27:02.387,
No,0,01:27:02.797,01:27:05.641,
No,0,01:27:06.051,01:27:06.683,
No,0,01:27:07.093,01:27:10.062,
No,0,01:27:10.472,01:27:11.480,
No,0,01:27:11.890,01:27:13.315,
No,0,01:27:13.725,01:27:15.234,
No,0,01:27:15.644,01:27:17.236,
No,0,01:27:17.646,01:27:30.290,
No,0,01:27:30.700,01:27:32.334,
No,0,01:27:32.744,01:27:33.710,
No,0,01:27:34.120,01:27:35.420,
No,0,01:27:35.830,01:27:40.384,
No,0,01:27:40.794,01:27:49.893,
No,0,01:27:50.303,01:28:12.374,
No,0,01:28:12.784,01:28:26.763,
No,0,01:28:27.173,01:28:38.150,
No,0,01:28:38.560,01:28:41.737,
No,0,01:28:42.147,01:28:46.074,
No,0,01:28:46.484,01:28:50.203,
No,0,01:28:50.613,01:28:51.872,
No,0,01:28:52.282,01:28:54.374,
No,0,01:28:54.784,01:29:10.265,
No,0,01:29:10.675,01:29:11.308,
No,0,01:29:11.718,01:29:24.363,
No,0,01:29:24.773,01:29:25.322,
No,0,01:29:25.732,01:29:26.823,
No,0,01:29:27.233,01:29:29.701,
No,0,01:29:30.111,01:29:32.537,
No,0,01:29:32.947,01:29:39.544,
No,0,01:29:39.954,01:29:45.008,
No,0,01:29:45.418,01:29:49.054,
No,0,01:29:49.464,01:29:53.350,
No,0,01:29:53.760,01:29:56.144,
No,0,01:29:56.554,01:29:59.731,
No,0,01:30:00.141,01:30:01.483,
No,0,01:30:01.893,01:30:14.496,
No,0,01:30:14.906,01:30:16.957,
No,0,01:30:17.367,01:30:19.668,
No,0,01:30:20.078,01:30:22.921,
No,0,01:30:23.331,01:30:24.589,
No,0,01:30:24.999,01:30:35.475,
No,0,01:30:35.885,01:30:37.185,
No,0,01:30:37.595,01:30:39.062,
No,0,01:30:39.472,01:30:41.231,
No,0,01:30:41.641,01:30:46.278,
No,0,01:30:46.688,01:30:57.956,
No,0,01:30:58.366,01:30:59.749,
No,0,01:31:00.159,01:31:02.711,
No,0,01:31:03.121,01:31:05.005,
No,0,01:31:05.415,01:31:06.256,
No,0,01:31:06.666,01:31:09.509,
No,0,01:31:09.919,01:31:12.220,
No,0,01:31:12.630,01:31:15.140,
No,0,01:31:15.550,01:31:17.350,
No,0,01:31:17.760,01:31:20.103,
No,0,01:31:20.513,01:31:22.189,
No,0,01:31:22.599,01:31:25.567,
No,0,01:31:25.977,01:31:31.656,
No,0,01:31:32.066,01:31:34.326,"In a medium close-up shot, a woman dressed in a bonnet and cloak waves her hand energetically, seated in a horse-drawn carriage. The barren, rugged landscape in the background, with its rocky formations and sparse vegetation, suggests a desolate frontier setting under clear daylight."
